"nb_threads","pattern","size","value","input_instance","implementation","run_instance","time"
3,uniform-random,1048576,123456,2,drake,2,57.191784
3,uniform-random,4194304,123456,1,parallel,1,226.853011
3,uniform-random,4194304,123456,1,parallel,2,228.137218
3,uniform-random,4194304,123456,1,drake,1,242.561580
3,uniform-random,4194304,123456,1,drake,2,241.205225
3,uniform-random,4194304,123456,2,parallel,1,227.197966
3,uniform-random,4194304,123456,2,parallel,2,227.207256
3,uniform-random,4194304,123456,2,drake,1,242.507801
3,uniform-random,4194304,123456,2,drake,2,244.708628
3,uniform-random,16777216,123456,1,parallel,1,965.459965
3,uniform-random,16777216,123456,1,parallel,2,967.976623
3,uniform-random,16777216,123456,1,drake,1,1028.517387
3,uniform-random,16777216,123456,1,drake,2,1035.038992
3,uniform-random,16777216,123456,2,parallel,1,950.520437
3,uniform-random,16777216,123456,2,parallel,2,1005.408233
3,uniform-random,16777216,123456,2,drake,1,1038.975072
3,uniform-random,16777216,123456,2,drake,2,1043.160074
3,increasing,1048576,123456,1,parallel,1,15.981166
3,increasing,1048576,123456,1,parallel,2,15.678536
3,increasing,1048576,123456,1,drake,1,13.168163
3,increasing,1048576,123456,1,drake,2,13.182690
3,increasing,4194304,123456,1,parallel,1,68.910071
3,increasing,4194304,123456,1,parallel,2,69.231280
3,increasing,4194304,123456,1,drake,1,57.586396
3,increasing,4194304,123456,1,drake,2,55.921545
3,increasing,16777216,123456,1,parallel,1,305.938254
3,increasing,16777216,123456,1,parallel,2,305.850181
3,increasing,16777216,123456,1,drake,1,238.645610
3,increasing,16777216,123456,1,drake,2,237.751269
3,decreasing,1048576,123456,1,parallel,1,120.091639
3,decreasing,1048576,123456,1,parallel,2,120.030177
3,decreasing,1048576,123456,1,drake,1,47.439999
3,decreasing,1048576,123456,1,drake,2,47.462349
3,decreasing,4194304,123456,1,parallel,1,546.227344
3,decreasing,4194304,123456,1,parallel,2,499.130064
3,decreasing,4194304,123456,1,drake,1,193.140966
3,decreasing,4194304,123456,1,drake,2,195.370429
3,decreasing,16777216,123456,1,parallel,1,2162.753441
3,decreasing,16777216,123456,1,parallel,2,2145.031153
3,decreasing,16777216,123456,1,drake,1,816.077138
3,decreasing,16777216,123456,1,drake,2,809.634104
3,constant,1048576,123456,1,parallel,1,12.308184
3,constant,1048576,123456,1,parallel,2,12.335771
3,constant,1048576,123456,1,drake,1,12.046062
3,constant,1048576,123456,1,drake,2,12.104311
3,constant,4194304,123456,1,parallel,1,54.511202
3,constant,4194304,123456,1,parallel,2,81.910260
3,constant,4194304,123456,1,drake,1,60.820276
3,constant,4194304,123456,1,drake,2,53.881914
3,constant,16777216,123456,1,parallel,1,239.228451
3,constant,16777216,123456,1,parallel,2,241.575112
3,constant,16777216,123456,1,drake,1,207.759351
3,constant,16777216,123456,1,drake,2,231.014614
4,uniform-random,1048576,123456,1,parallel,1,79.547186
4,uniform-random,1048576,123456,1,parallel,2,74.885853
4,uniform-random,1048576,123456,1,drake,1,42.472473
4,uniform-random,1048576,123456,1,drake,2,41.498789
4,uniform-random,1048576,123456,2,parallel,1,74.409662
4,uniform-random,1048576,123456,2,parallel,2,75.974847
4,uniform-random,1048576,123456,2,drake,1,105.942808
4,uniform-random,1048576,123456,2,drake,2,44.552193
4,uniform-random,4194304,123456,1,parallel,1,247.062271
4,uniform-random,4194304,123456,1,parallel,2,250.212059
4,uniform-random,4194304,123456,1,drake,1,182.628939
4,uniform-random,4194304,123456,1,drake,2,170.221019
4,uniform-random,4194304,123456,2,parallel,1,250.063292
4,uniform-random,4194304,123456,2,parallel,2,259.723652
4,uniform-random,4194304,123456,2,drake,1,171.537144
4,uniform-random,4194304,123456,2,drake,2,171.380067
4,uniform-random,16777216,123456,1,parallel,1,758.844494
4,uniform-random,16777216,123456,1,parallel,2,844.192644
4,uniform-random,16777216,123456,1,drake,1,750.318945
4,uniform-random,16777216,123456,1,drake,2,739.056524
4,uniform-random,16777216,123456,2,parallel,1,1035.369127
4,uniform-random,16777216,123456,2,parallel,2,1046.327381
4,uniform-random,16777216,123456,2,drake,1,736.609986
4,uniform-random,16777216,123456,2,drake,2,740.987964
4,increasing,1048576,123456,1,parallel,1,15.952251
4,increasing,1048576,123456,1,parallel,2,15.563434
4,increasing,1048576,123456,1,drake,1,9.788312
4,increasing,1048576,123456,1,drake,2,9.939592
4,increasing,4194304,123456,1,parallel,1,69.516798
4,increasing,4194304,123456,1,parallel,2,68.970764
4,increasing,4194304,123456,1,drake,1,41.042574
4,increasing,4194304,123456,1,drake,2,40.576510
4,increasing,16777216,123456,1,parallel,1,243.994478
4,increasing,16777216,123456,1,parallel,2,238.256232
4,increasing,16777216,123456,1,drake,1,186.359051
4,increasing,16777216,123456,1,drake,2,207.615263
4,decreasing,1048576,123456,1,parallel,1,59.683926
4,decreasing,1048576,123456,1,parallel,2,59.840794
4,decreasing,1048576,123456,1,drake,1,36.157532
4,decreasing,1048576,123456,1,drake,2,34.374227
4,decreasing,4194304,123456,1,parallel,1,194.294214
4,decreasing,4194304,123456,1,parallel,2,213.864271
4,decreasing,4194304,123456,1,drake,1,133.048384
4,decreasing,4194304,123456,1,drake,2,136.162552
4,decreasing,16777216,123456,1,parallel,1,837.662232
4,decreasing,16777216,123456,1,parallel,2,842.802270
4,decreasing,16777216,123456,1,drake,1,839.580195
4,decreasing,16777216,123456,1,drake,2,1412.624586
4,constant,1048576,123456,1,parallel,1,7.681702
4,constant,1048576,123456,1,parallel,2,13.754356
4,constant,1048576,123456,1,drake,1,12.523649
4,constant,1048576,123456,1,drake,2,10.205974
4,constant,4194304,123456,1,parallel,1,55.082448
4,constant,4194304,123456,1,parallel,2,55.980422
4,constant,4194304,123456,1,drake,1,46.864211
4,constant,4194304,123456,1,drake,2,36.823627
4,constant,16777216,123456,1,parallel,1,196.767989
4,constant,16777216,123456,1,parallel,2,196.109228
4,constant,16777216,123456,1,drake,1,154.542691
4,constant,16777216,123456,1,drake,2,153.111605
